 pays	 pays_lib	 syst	 syst_lib	 sect	 sect_lib	 agglo	 agglo_lib	 annee	 mois	 pue	 fm	 cap	 pue_sp	cap_sp	 nbre_enquete_sp	 esp	 esp_lib	 eco_lib	 li	 xi	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.471	70.6	6	BDO	Bagrus docmak	Continentale	31	33.4	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.471	70.6	6	BDO	Bagrus docmak	Continentale	37	11.1	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.471	70.6	6	BDO	Bagrus docmak	Continentale	38	33.4	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	1.379	206.6	10	CFI	Chrysichthys auratus	Estuarienne d'origine continentale	12	868.9	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	1.379	206.6	10	CFI	Chrysichthys auratus	Estuarienne d'origine continentale	13	989.5	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	1.379	206.6	10	CFI	Chrysichthys auratus	Estuarienne d'origine continentale	14	1553	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	1.379	206.6	10	CFI	Chrysichthys auratus	Estuarienne d'origine continentale	15	946.1	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	1.379	206.6	10	CFI	Chrysichthys auratus	Estuarienne d'origine continentale	16	1006.4	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	1.379	206.6	10	CFI	Chrysichthys auratus	Estuarienne d'origine continentale	17	834.9	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	1.379	206.6	10	CFI	Chrysichthys auratus	Estuarienne d'origine continentale	18	111.2	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	1.379	206.6	10	CFI	Chrysichthys auratus	Estuarienne d'origine continentale	19	182.8	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.239	35.8	1	CLS	Clarias anguillaris	Continentale occasionnelle	29	14.5	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.239	35.8	1	CLS	Clarias anguillaris	Continentale occasionnelle	36	14.5	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.239	35.8	1	CLS	Clarias anguillaris	Continentale occasionnelle	42	14.5	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.239	35.8	1	CLS	Clarias anguillaris	Continentale occasionnelle	63	3.6	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.057	8.5	2	DBR	Distichodus brevipinnis	Continentale	16	16.1	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.057	8.5	2	DBR	Distichodus brevipinnis	Continentale	25	21.4	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.056	8.4	1	GSE	Marcusenius senegalensis	Continentale	33	25.6	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.131	19.6	2	HBO	Hyperopisus bebe	Continentale occasionnelle	17	4.1	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.131	19.6	2	HBO	Hyperopisus bebe	Continentale occasionnelle	27	32.7	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.131	19.6	2	HBO	Hyperopisus bebe	Continentale occasionnelle	28	16.3	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.131	19.6	2	HBO	Hyperopisus bebe	Continentale occasionnelle	29	32.7	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.131	19.6	2	HBO	Hyperopisus bebe	Continentale occasionnelle	30	16.3	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	1.378	206.5	13	HFA	Hemichromis fasciatus	Estuarienne d'origine continentale	10	5.5	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	1.378	206.5	13	HFA	Hemichromis fasciatus	Estuarienne d'origine continentale	11	176.4	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	1.378	206.5	13	HFA	Hemichromis fasciatus	Estuarienne d'origine continentale	12	248.8	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	1.378	206.5	13	HFA	Hemichromis fasciatus	Estuarienne d'origine continentale	13	287.1	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	1.378	206.5	13	HFA	Hemichromis fasciatus	Estuarienne d'origine continentale	14	385.6	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	1.378	206.5	13	HFA	Hemichromis fasciatus	Estuarienne d'origine continentale	15	419.7	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	1.378	206.5	13	HFA	Hemichromis fasciatus	Estuarienne d'origine continentale	16	166.8	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	1.378	206.5	13	HFA	Hemichromis fasciatus	Estuarienne d'origine continentale	17	108	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	1.378	206.5	13	HFA	Hemichromis fasciatus	Estuarienne d'origine continentale	18	258.4	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	1.378	206.5	13	HFA	Hemichromis fasciatus	Estuarienne d'origine continentale	20	251.6	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	1.378	206.5	13	HFA	Hemichromis fasciatus	Estuarienne d'origine continentale	21	120.3	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	1.378	206.5	13	HFA	Hemichromis fasciatus	Estuarienne d'origine continentale	22	54.7	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	2.132	319.4	12	HFO	Hydrocynus forskahlii	Continentale occasionnelle	11	45.3	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	2.132	319.4	12	HFO	Hydrocynus forskahlii	Continentale occasionnelle	12	123.5	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	2.132	319.4	12	HFO	Hydrocynus forskahlii	Continentale occasionnelle	15	3.9	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	2.132	319.4	12	HFO	Hydrocynus forskahlii	Continentale occasionnelle	16	202.5	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	2.132	319.4	12	HFO	Hydrocynus forskahlii	Continentale occasionnelle	17	183.3	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	2.132	319.4	12	HFO	Hydrocynus forskahlii	Continentale occasionnelle	18	901.8	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	2.132	319.4	12	HFO	Hydrocynus forskahlii	Continentale occasionnelle	19	550.7	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	2.132	319.4	12	HFO	Hydrocynus forskahlii	Continentale occasionnelle	20	537.2	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	2.132	319.4	12	HFO	Hydrocynus forskahlii	Continentale occasionnelle	21	271	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	2.132	319.4	12	HFO	Hydrocynus forskahlii	Continentale occasionnelle	22	183.3	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	2.132	319.4	12	HFO	Hydrocynus forskahlii	Continentale occasionnelle	25	114.8	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	2.132	319.4	12	HFO	Hydrocynus forskahlii	Continentale occasionnelle	26	3.9	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	2.132	319.4	12	HFO	Hydrocynus forskahlii	Continentale occasionnelle	27	25.1	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	2.132	319.4	12	HFO	Hydrocynus forskahlii	Continentale occasionnelle	36	2.9	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	3.87	579.9	15	LCO	Labeo coubie	Continentale occasionnelle	13	63.4	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	3.87	579.9	15	LCO	Labeo coubie	Continentale occasionnelle	14	69.5	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	3.87	579.9	15	LCO	Labeo coubie	Continentale occasionnelle	15	90.2	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	3.87	579.9	15	LCO	Labeo coubie	Continentale occasionnelle	16	167.1	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	3.87	579.9	15	LCO	Labeo coubie	Continentale occasionnelle	17	214.6	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	3.87	579.9	15	LCO	Labeo coubie	Continentale occasionnelle	18	180.5	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	3.87	579.9	15	LCO	Labeo coubie	Continentale occasionnelle	19	22	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	3.87	579.9	15	LCO	Labeo coubie	Continentale occasionnelle	20	246.3	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	3.87	579.9	15	LCO	Labeo coubie	Continentale occasionnelle	21	119.5	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	3.87	579.9	15	LCO	Labeo coubie	Continentale occasionnelle	22	146.3	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	3.87	579.9	15	LCO	Labeo coubie	Continentale occasionnelle	23	207.3	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	3.87	579.9	15	LCO	Labeo coubie	Continentale occasionnelle	24	212.2	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	3.87	579.9	15	LCO	Labeo coubie	Continentale occasionnelle	25	141.5	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	3.87	579.9	15	LCO	Labeo coubie	Continentale occasionnelle	26	28	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	3.87	579.9	15	LCO	Labeo coubie	Continentale occasionnelle	27	111	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	3.87	579.9	15	LCO	Labeo coubie	Continentale occasionnelle	28	31.7	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	1.977	296.2	15	LNI	Lates niloticus	Continentale occasionnelle	9	19	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	1.977	296.2	15	LNI	Lates niloticus	Continentale occasionnelle	11	19	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	1.977	296.2	15	LNI	Lates niloticus	Continentale occasionnelle	13	81	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	1.977	296.2	15	LNI	Lates niloticus	Continentale occasionnelle	14	75.9	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	1.977	296.2	15	LNI	Lates niloticus	Continentale occasionnelle	15	134.5	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	1.977	296.2	15	LNI	Lates niloticus	Continentale occasionnelle	16	151.7	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	1.977	296.2	15	LNI	Lates niloticus	Continentale occasionnelle	17	91.4	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.047	7	3	ANU	Brycinus nurse	Continentale occasionnelle	12	37.4	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.047	7	3	ANU	Brycinus nurse	Continentale occasionnelle	15	62.4	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.047	7	3	ANU	Brycinus nurse	Continentale occasionnelle	17	12.5	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.471	70.6	6	BDO	Bagrus docmak	Continentale	14	22.3	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.471	70.6	6	BDO	Bagrus docmak	Continentale	16	66.8	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.471	70.6	6	BDO	Bagrus docmak	Continentale	18	33.4	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.471	70.6	6	BDO	Bagrus docmak	Continentale	28	11.1	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	1.379	206.6	10	CFI	Chrysichthys auratus	Estuarienne d'origine continentale	10	192.2	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	1.977	296.2	15	LNI	Lates niloticus	Continentale occasionnelle	18	181	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	1.977	296.2	15	LNI	Lates niloticus	Continentale occasionnelle	19	98.3	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	1.977	296.2	15	LNI	Lates niloticus	Continentale occasionnelle	20	234.5	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	1.977	296.2	15	LNI	Lates niloticus	Continentale occasionnelle	21	37.9	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	1.977	296.2	15	LNI	Lates niloticus	Continentale occasionnelle	22	37.9	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	1.977	296.2	15	LNI	Lates niloticus	Continentale occasionnelle	23	19	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	1.977	296.2	15	LNI	Lates niloticus	Continentale occasionnelle	24	8.6	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	1.977	296.2	15	LNI	Lates niloticus	Continentale occasionnelle	25	36.2	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	1.977	296.2	15	LNI	Lates niloticus	Continentale occasionnelle	26	51.7	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	1.977	296.2	15	LNI	Lates niloticus	Continentale occasionnelle	27	46.5	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	1.977	296.2	15	LNI	Lates niloticus	Continentale occasionnelle	28	108.6	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	1.977	296.2	15	LNI	Lates niloticus	Continentale occasionnelle	29	120.7	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	1.977	296.2	15	LNI	Lates niloticus	Continentale occasionnelle	30	93.1	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	1.977	296.2	15	LNI	Lates niloticus	Continentale occasionnelle	31	103.4	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	1.977	296.2	15	LNI	Lates niloticus	Continentale occasionnelle	32	6.9	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	1.977	296.2	15	LNI	Lates niloticus	Continentale occasionnelle	33	37.9	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	1.977	296.2	15	LNI	Lates niloticus	Continentale occasionnelle	34	10.3	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.269	40.3	3	LSE	Labeo senegalensis	Continentale	17	15.2	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.269	40.3	3	LSE	Labeo senegalensis	Continentale	27	5.1	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.269	40.3	3	LSE	Labeo senegalensis	Continentale	28	15.2	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.269	40.3	3	LSE	Labeo senegalensis	Continentale	32	15.2	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.269	40.3	3	LSE	Labeo senegalensis	Continentale	35	15.2	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.138	20.7	3	MDE	Mormyrops deliciosus	Continentale	20	39.3	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.138	20.7	3	MDE	Mormyrops deliciosus	Continentale	42	13.1	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.138	20.7	3	MDE	Mormyrops deliciosus	Continentale	50	13.1	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.16	24	2	MEL	Malapterurus electricus	Continentale occasionnelle	23	37.5	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.16	24	2	MEL	Malapterurus electricus	Continentale occasionnelle	27	37.5	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.16	24	2	MEL	Malapterurus electricus	Continentale occasionnelle	28	10.7	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.201	30.1	4	MRU	Mormyrus rume	Continentale occasionnelle	27	16.3	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.201	30.1	4	MRU	Mormyrus rume	Continentale occasionnelle	29	16.3	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.201	30.1	4	MRU	Mormyrus rume	Continentale occasionnelle	31	10.9	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.201	30.1	4	MRU	Mormyrus rume	Continentale occasionnelle	32	27.2	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.201	30.1	4	MRU	Mormyrus rume	Continentale occasionnelle	33	16.3	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.201	30.1	4	MRU	Mormyrus rume	Continentale occasionnelle	36	16.3	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	4.621	692.4	12	SGA	Sarotherodon galilaeus	Continentale	9	8.6	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	4.621	692.4	12	SGA	Sarotherodon galilaeus	Continentale	10	881.6	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	4.621	692.4	12	SGA	Sarotherodon galilaeus	Continentale	11	659	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	4.621	692.4	12	SGA	Sarotherodon galilaeus	Continentale	12	256	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	4.621	692.4	12	SGA	Sarotherodon galilaeus	Continentale	13	370.6	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	4.621	692.4	12	SGA	Sarotherodon galilaeus	Continentale	14	224.7	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	4.621	692.4	12	SGA	Sarotherodon galilaeus	Continentale	15	388.9	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	4.621	692.4	12	SGA	Sarotherodon galilaeus	Continentale	16	1038.2	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	4.621	692.4	12	SGA	Sarotherodon galilaeus	Continentale	17	894.5	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	4.621	692.4	12	SGA	Sarotherodon galilaeus	Continentale	18	602.8	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	4.621	692.4	12	SGA	Sarotherodon galilaeus	Continentale	19	587.7	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	4.621	692.4	12	SGA	Sarotherodon galilaeus	Continentale	20	217.2	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	4.621	692.4	12	SGA	Sarotherodon galilaeus	Continentale	21	535.9	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	4.621	692.4	12	SGA	Sarotherodon galilaeus	Continentale	22	32.4	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	4.621	692.4	12	SGA	Sarotherodon galilaeus	Continentale	23	47.5	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	4.621	692.4	12	SGA	Sarotherodon galilaeus	Continentale	26	14	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.489	73.3	5	SNE	Synodontis nigrita	Continentale	10	65	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.489	73.3	5	SNE	Synodontis nigrita	Continentale	11	88.2	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.489	73.3	5	SNE	Synodontis nigrita	Continentale	12	153.2	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.489	73.3	5	SNE	Synodontis nigrita	Continentale	13	88.2	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.489	73.3	5	SNE	Synodontis nigrita	Continentale	14	116.1	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.489	73.3	5	SNE	Synodontis nigrita	Continentale	15	65	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.489	73.3	5	SNE	Synodontis nigrita	Continentale	16	105.3	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.489	73.3	5	SNE	Synodontis nigrita	Continentale	17	27.9	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.489	73.3	5	SNE	Synodontis nigrita	Continentale	18	10.8	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.489	73.3	5	SNE	Synodontis nigrita	Continentale	19	21.7	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.817	122.4	4	SSC	Synodontis schall	Continentale occasionnelle	13	25.5	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.817	122.4	4	SSC	Synodontis schall	Continentale occasionnelle	15	12.7	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.817	122.4	4	SSC	Synodontis schall	Continentale occasionnelle	20	11.6	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.817	122.4	4	SSC	Synodontis schall	Continentale occasionnelle	21	5.8	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.817	122.4	4	SSC	Synodontis schall	Continentale occasionnelle	22	37.1	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.817	122.4	4	SSC	Synodontis schall	Continentale occasionnelle	23	20.9	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.817	122.4	4	SSC	Synodontis schall	Continentale occasionnelle	24	33.6	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.817	122.4	4	SSC	Synodontis schall	Continentale occasionnelle	25	20.9	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.817	122.4	4	SSC	Synodontis schall	Continentale occasionnelle	26	59.1	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	5	22.623	149.833	3389.7	0.817	122.4	4	SSC	Synodontis schall	Continentale occasionnelle	27	12.7	
