 pays	 pays_lib	 syst	 syst_lib	 sect	 sect_lib	 agglo	 agglo_lib	 annee	 mois	 pue	 fm	 cap	 pue_sp	cap_sp	 nbre_enquete_sp	 esp	 esp_lib	 eco_lib	 li	 xi	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	6	19.254	126.667	2438.8	0.234	29.6	6	MDE	Mormyrops deliciosus	Continentale	38	18.1	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	6	19.254	126.667	2438.8	0.234	29.6	6	MDE	Mormyrops deliciosus	Continentale	40	4.5	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	6	19.254	126.667	2438.8	0.234	29.6	6	MDE	Mormyrops deliciosus	Continentale	42	4.5	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	6	19.254	126.667	2438.8	0.05	6.3	2	MEL	Malapterurus electricus	Continentale occasionnelle	22	10	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	6	19.254	126.667	2438.8	0.05	6.3	2	MEL	Malapterurus electricus	Continentale occasionnelle	24	10	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	6	19.254	126.667	2438.8	0.05	6.3	2	MEL	Malapterurus electricus	Continentale occasionnelle	34	3.3	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	6	19.254	126.667	2438.8	0.375	47.5	9	MRU	Mormyrus rume	Continentale occasionnelle	25	11.5	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	6	19.254	126.667	2438.8	0.375	47.5	9	MRU	Mormyrus rume	Continentale occasionnelle	27	11.5	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	6	19.254	126.667	2438.8	0.324	41	12	SYO	Synodontis spp.		15	6.6	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	6	19.254	126.667	2438.8	0.324	41	12	SYO	Synodontis spp.		16	8.8	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	6	19.254	126.667	2438.8	0.324	41	12	SYO	Synodontis spp.		17	21.9	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	6	19.254	126.667	2438.8	0.324	41	12	SYO	Synodontis spp.		18	32.8	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	6	19.254	126.667	2438.8	0.324	41	12	SYO	Synodontis spp.		19	24.1	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	6	19.254	126.667	2438.8	0.324	41	12	SYO	Synodontis spp.		20	2.2	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	6	19.254	126.667	2438.8	0.324	41	12	SYO	Synodontis spp.		21	30.6	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	6	19.254	126.667	2438.8	0.324	41	12	SYO	Synodontis spp.		22	19.7	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	6	19.254	126.667	2438.8	0.324	41	12	SYO	Synodontis spp.		23	26.3	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	6	19.254	126.667	2438.8	0.324	41	12	SYO	Synodontis spp.		25	10.9	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	6	19.254	126.667	2438.8	0.324	41	12	SYO	Synodontis spp.		30	6.6	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	6	19.254	126.667	2438.8	0.324	41	12	SYO	Synodontis spp.		31	6.6	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	6	19.254	126.667	2438.8	0.031	3.9	3	TLI	Tetraodon lineatus	Continentale	16	21	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	6	19.254	126.667	2438.8	0.031	3.9	3	TLI	Tetraodon lineatus	Continentale	17	5.3	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	6	19.254	126.667	2438.8	2.471	313	23	TZI	Tilapia zillii	Continentale	9	39.6	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	6	19.254	126.667	2438.8	2.471	313	23	TZI	Tilapia zillii	Continentale	10	133.8	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	6	19.254	126.667	2438.8	2.471	313	23	TZI	Tilapia zillii	Continentale	11	205	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	6	19.254	126.667	2438.8	2.471	313	23	TZI	Tilapia zillii	Continentale	12	216.1	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	6	19.254	126.667	2438.8	2.471	313	23	TZI	Tilapia zillii	Continentale	13	61	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	6	19.254	126.667	2438.8	2.471	313	23	TZI	Tilapia zillii	Continentale	14	137.7	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	6	19.254	126.667	2438.8	2.471	313	23	TZI	Tilapia zillii	Continentale	15	153.6	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	6	19.254	126.667	2438.8	2.471	313	23	TZI	Tilapia zillii	Continentale	16	185.2	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	6	19.254	126.667	2438.8	2.471	313	23	TZI	Tilapia zillii	Continentale	17	236.7	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	6	19.254	126.667	2438.8	2.471	313	23	TZI	Tilapia zillii	Continentale	18	311.1	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	6	19.254	126.667	2438.8	2.471	313	23	TZI	Tilapia zillii	Continentale	19	480.5	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	6	19.254	126.667	2438.8	2.471	313	23	TZI	Tilapia zillii	Continentale	20	335.7	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	6	19.254	126.667	2438.8	2.471	313	23	TZI	Tilapia zillii	Continentale	21	150.4	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	6	19.254	126.667	2438.8	2.471	313	23	TZI	Tilapia zillii	Continentale	22	174.2	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	6	19.254	126.667	2438.8	2.471	313	23	TZI	Tilapia zillii	Continentale	23	72.8	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	6	19.254	126.667	2438.8	2.471	313	23	TZI	Tilapia zillii	Continentale	24	52.2	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	6	19.254	126.667	2438.8	2.471	313	23	TZI	Tilapia zillii	Continentale	25	17.4	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	1.356	431.8	10	AMA	Brycinus macrolepidotus	Continentale à affinité estuarienne	12	20.2	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	1.356	431.8	10	AMA	Brycinus macrolepidotus	Continentale à affinité estuarienne	13	16.5	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	1.356	431.8	10	AMA	Brycinus macrolepidotus	Continentale à affinité estuarienne	15	16.5	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	1.356	431.8	10	AMA	Brycinus macrolepidotus	Continentale à affinité estuarienne	16	62.4	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	1.356	431.8	10	AMA	Brycinus macrolepidotus	Continentale à affinité estuarienne	17	56.9	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	1.356	431.8	10	AMA	Brycinus macrolepidotus	Continentale à affinité estuarienne	18	29.4	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	1.356	431.8	10	AMA	Brycinus macrolepidotus	Continentale à affinité estuarienne	19	36.7	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	1.356	431.8	10	AMA	Brycinus macrolepidotus	Continentale à affinité estuarienne	20	9.2	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	1.356	431.8	10	AMA	Brycinus macrolepidotus	Continentale à affinité estuarienne	21	20.2	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	1.356	431.8	10	AMA	Brycinus macrolepidotus	Continentale à affinité estuarienne	22	64.2	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	1.356	431.8	10	AMA	Brycinus macrolepidotus	Continentale à affinité estuarienne	23	20.2	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	1.356	431.8	10	AMA	Brycinus macrolepidotus	Continentale à affinité estuarienne	26	12.8	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	1.356	431.8	10	AMA	Brycinus macrolepidotus	Continentale à affinité estuarienne	33	40.4	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	1.356	431.8	10	AMA	Brycinus macrolepidotus	Continentale à affinité estuarienne	37	20.2	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	1.356	431.8	10	AMA	Brycinus macrolepidotus	Continentale à affinité estuarienne	39	20.2	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	1.356	431.8	10	AMA	Brycinus macrolepidotus	Continentale à affinité estuarienne	40	47.7	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	1.356	431.8	10	AMA	Brycinus macrolepidotus	Continentale à affinité estuarienne	41	99.1	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	1.356	431.8	10	AMA	Brycinus macrolepidotus	Continentale à affinité estuarienne	42	67.9	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	1.356	431.8	10	AMA	Brycinus macrolepidotus	Continentale à affinité estuarienne	43	16.5	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	1.356	431.8	10	AMA	Brycinus macrolepidotus	Continentale à affinité estuarienne	44	67.9	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	1.356	431.8	10	AMA	Brycinus macrolepidotus	Continentale à affinité estuarienne	45	20.2	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	1.356	431.8	10	AMA	Brycinus macrolepidotus	Continentale à affinité estuarienne	46	47.7	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.39	124.2	13	ANU	Brycinus nurse	Continentale occasionnelle	12	136.6	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.39	124.2	13	ANU	Brycinus nurse	Continentale occasionnelle	13	178.4	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.39	124.2	13	ANU	Brycinus nurse	Continentale occasionnelle	14	376.2	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.39	124.2	13	ANU	Brycinus nurse	Continentale occasionnelle	15	472.4	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.39	124.2	13	ANU	Brycinus nurse	Continentale occasionnelle	16	353.9	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.39	124.2	13	ANU	Brycinus nurse	Continentale occasionnelle	17	185.3	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.39	124.2	13	ANU	Brycinus nurse	Continentale occasionnelle	18	30.7	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.39	124.2	13	ANU	Brycinus nurse	Continentale occasionnelle	19	30.7	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.172	54.8	9	BDO	Bagrus docmak	Continentale	16	29.9	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.172	54.8	9	BDO	Bagrus docmak	Continentale	18	7.5	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.172	54.8	9	BDO	Bagrus docmak	Continentale	21	37.4	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.172	54.8	9	BDO	Bagrus docmak	Continentale	22	22.4	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.172	54.8	9	BDO	Bagrus docmak	Continentale	26	7.5	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.172	54.8	9	BDO	Bagrus docmak	Continentale	31	22.4	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.172	54.8	9	BDO	Bagrus docmak	Continentale	32	22.4	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.172	54.8	9	BDO	Bagrus docmak	Continentale	40	14.9	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.289	92	16	CFI	Chrysichthys auratus	Estuarienne d'origine continentale	12	645.5	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.289	92	16	CFI	Chrysichthys auratus	Estuarienne d'origine continentale	13	638.1	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.289	92	16	CFI	Chrysichthys auratus	Estuarienne d'origine continentale	14	560.8	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.289	92	16	CFI	Chrysichthys auratus	Estuarienne d'origine continentale	15	792.6	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.289	92	16	CFI	Chrysichthys auratus	Estuarienne d'origine continentale	16	334	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.289	92	16	CFI	Chrysichthys auratus	Estuarienne d'origine continentale	17	109.7	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.289	92	16	CFI	Chrysichthys auratus	Estuarienne d'origine continentale	18	127.1	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.289	92	16	CFI	Chrysichthys auratus	Estuarienne d'origine continentale	19	5	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.289	92	16	CFI	Chrysichthys auratus	Estuarienne d'origine continentale	20	2.5	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.289	92	16	CFI	Chrysichthys auratus	Estuarienne d'origine continentale	22	5	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.003	1	2	CKI	Ctenopoma kingsleyae	Continentale occasionnelle	12	38.9	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.003	1	2	CKI	Ctenopoma kingsleyae	Continentale occasionnelle	15	6.5	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.033	10.5	2	CLS	Clarias anguillaris	Continentale occasionnelle	34	8.5	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.033	10.5	2	CLS	Clarias anguillaris	Continentale occasionnelle	40	8.5	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.027	8.6	2	DBR	Distichodus brevipinnis	Continentale	23	20.3	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.027	8.6	2	DBR	Distichodus brevipinnis	Continentale	25	10.2	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.015	4.8	5	GSE	Marcusenius senegalensis	Continentale	15	59.6	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.015	4.8	5	GSE	Marcusenius senegalensis	Continentale	16	22.4	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.015	4.8	5	GSE	Marcusenius senegalensis	Continentale	17	22.4	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.015	4.8	5	GSE	Marcusenius senegalensis	Continentale	19	11.2	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.002	0.6	1	HBI	Hemichromis bimaculatus	Continentale occasionnelle	11	9.6	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.277	88.2	12	HBO	Hyperopisus bebe	Continentale occasionnelle	26	31.8	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.277	88.2	12	HBO	Hyperopisus bebe	Continentale occasionnelle	27	55.6	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.277	88.2	12	HBO	Hyperopisus bebe	Continentale occasionnelle	28	55.6	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.277	88.2	12	HBO	Hyperopisus bebe	Continentale occasionnelle	29	51.6	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.277	88.2	12	HBO	Hyperopisus bebe	Continentale occasionnelle	30	59.6	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.277	88.2	12	HBO	Hyperopisus bebe	Continentale occasionnelle	31	31.8	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.277	88.2	12	HBO	Hyperopisus bebe	Continentale occasionnelle	32	39.7	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.277	88.2	12	HBO	Hyperopisus bebe	Continentale occasionnelle	34	15.9	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.277	88.2	12	HBO	Hyperopisus bebe	Continentale occasionnelle	41	11.9	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.277	88.2	12	HBO	Hyperopisus bebe	Continentale occasionnelle	43	7.9	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.592	188.5	24	HFA	Hemichromis fasciatus	Estuarienne d'origine continentale	10	24	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.592	188.5	24	HFA	Hemichromis fasciatus	Estuarienne d'origine continentale	11	20.4	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.592	188.5	24	HFA	Hemichromis fasciatus	Estuarienne d'origine continentale	12	288.4	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.592	188.5	24	HFA	Hemichromis fasciatus	Estuarienne d'origine continentale	13	294.4	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.592	188.5	24	HFA	Hemichromis fasciatus	Estuarienne d'origine continentale	14	508.3	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.592	188.5	24	HFA	Hemichromis fasciatus	Estuarienne d'origine continentale	15	415.8	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.592	188.5	24	HFA	Hemichromis fasciatus	Estuarienne d'origine continentale	16	347.3	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.592	188.5	24	HFA	Hemichromis fasciatus	Estuarienne d'origine continentale	22	33.6	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.592	188.5	24	HFA	Hemichromis fasciatus	Estuarienne d'origine continentale	23	12	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.592	188.5	24	HFA	Hemichromis fasciatus	Estuarienne d'origine continentale	24	18	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	4.269	1359.3	27	HFO	Hydrocynus forskahlii	Continentale occasionnelle	12	11.6	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	4.269	1359.3	27	HFO	Hydrocynus forskahlii	Continentale occasionnelle	49	16	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	4.269	1359.3	27	HFO	Hydrocynus forskahlii	Continentale occasionnelle	50	21	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	4.269	1359.3	27	HFO	Hydrocynus forskahlii	Continentale occasionnelle	52	21	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.083	26.4	1	HLO	Heterobranchus longifilis	Continentale à affinité estuarienne	71	6.2	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.229	72.9	4	HYB	Hydrocynus brevis	Continentale occasionnelle	41	11.1	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.229	72.9	4	HYB	Hydrocynus brevis	Continentale occasionnelle	44	11.1	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.229	72.9	4	HYB	Hydrocynus brevis	Continentale occasionnelle	47	11.1	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	2.187	696.4	26	LCO	Labeo coubie	Continentale occasionnelle	14	7.8	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	2.187	696.4	26	LCO	Labeo coubie	Continentale occasionnelle	15	159.8	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	2.187	696.4	26	LCO	Labeo coubie	Continentale occasionnelle	16	198.9	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	2.187	696.4	26	LCO	Labeo coubie	Continentale occasionnelle	17	221.5	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	2.187	696.4	26	LCO	Labeo coubie	Continentale occasionnelle	18	260.6	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	2.187	696.4	26	LCO	Labeo coubie	Continentale occasionnelle	19	196.3	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	2.187	696.4	26	LCO	Labeo coubie	Continentale occasionnelle	20	276.2	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.592	188.5	24	HFA	Hemichromis fasciatus	Estuarienne d'origine continentale	17	157.4	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.592	188.5	24	HFA	Hemichromis fasciatus	Estuarienne d'origine continentale	18	111.8	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.592	188.5	24	HFA	Hemichromis fasciatus	Estuarienne d'origine continentale	19	81.7	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.592	188.5	24	HFA	Hemichromis fasciatus	Estuarienne d'origine continentale	20	121.4	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	0.592	188.5	24	HFA	Hemichromis fasciatus	Estuarienne d'origine continentale	21	28.8	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	4.269	1359.3	27	HFO	Hydrocynus forskahlii	Continentale occasionnelle	13	21.8	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	4.269	1359.3	27	HFO	Hydrocynus forskahlii	Continentale occasionnelle	14	18.1	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	4.269	1359.3	27	HFO	Hydrocynus forskahlii	Continentale occasionnelle	15	136.4	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	4.269	1359.3	27	HFO	Hydrocynus forskahlii	Continentale occasionnelle	16	105.9	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	4.269	1359.3	27	HFO	Hydrocynus forskahlii	Continentale occasionnelle	17	277.2	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	4.269	1359.3	27	HFO	Hydrocynus forskahlii	Continentale occasionnelle	18	825.1	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	4.269	1359.3	27	HFO	Hydrocynus forskahlii	Continentale occasionnelle	19	640	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	4.269	1359.3	27	HFO	Hydrocynus forskahlii	Continentale occasionnelle	20	1053.6	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	4.269	1359.3	27	HFO	Hydrocynus forskahlii	Continentale occasionnelle	21	889.6	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	4.269	1359.3	27	HFO	Hydrocynus forskahlii	Continentale occasionnelle	22	735.1	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	4.269	1359.3	27	HFO	Hydrocynus forskahlii	Continentale occasionnelle	23	566.7	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	4.269	1359.3	27	HFO	Hydrocynus forskahlii	Continentale occasionnelle	24	356.3	
ML	Mali	5	Lac de Manantali	3	Amont	125	Bokadary daga	2002	7	25.237	318.42	8036	4.269	1359.3	27	HFO	Hydrocynus forskahlii	Continentale occasionnelle	25	238	
