numero	 pays	 pays_lib	 syst	 syst_lib	 sect	 sect_lib	 agglo_lib	 iddeb	 up	 dbq_an	 dbq_mois	 dbq_date	 type_engin	 engin
621	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	621	1033	2003	4	2003-04-17	FMMO40	17739
622	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	622	1034	2003	4	2003-04-17	FMMO35	17741
622	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	622	1034	2003	4	2003-04-17	DURANKO	17744
622	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	622	1034	2003	4	2003-04-17	FMDO55	17742
622	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	622	1034	2003	4	2003-04-17	PLA4	17743
623	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	623	1474	2003	4	2003-04-17	PLA6	17748
623	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	623	1474	2003	4	2003-04-17	FMMO40	17747
623	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	623	1474	2003	4	2003-04-17	FMMO55	17746
623	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	623	1474	2003	4	2003-04-17	FMMO45	17745
624	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	624	1473	2003	4	2003-04-17	FMMO45	17749
624	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	624	1473	2003	4	2003-04-17	FMDO45	17750
624	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	624	1473	2003	4	2003-04-17	FMDO30	17751
625	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	625	1035	2003	4	2003-04-17	FMMO50	17753
625	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	625	1035	2003	4	2003-04-17	PLA4	17754
625	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	625	1035	2003	4	2003-04-17	FMMO40	17752
626	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	626	31	2003	4	2003-04-17	FMDO45	17756
626	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	626	31	2003	4	2003-04-17	FMDO30	17755
627	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	627	1035	2003	4	2003-04-18	PLA4	17760
627	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	627	1035	2003	4	2003-04-18	FMMO50	17758
627	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	627	1035	2003	4	2003-04-18	FMMO40	17757
627	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	627	1035	2003	4	2003-04-18	FMMO45	17759
628	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	628	1538	2003	4	2003-04-18	FMMO20	17762
628	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	628	1538	2003	4	2003-04-18	PLA9	17761
629	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	629	1031	2003	4	2003-04-18	FMMO20	17764
629	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	629	1031	2003	4	2003-04-18	PLA9	17763
630	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	630	1536	2003	4	2003-04-18	FMMO30	17765
630	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	630	1536	2003	4	2003-04-18	FMDO45	17767
630	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	630	1536	2003	4	2003-04-18	FMMO45	17766
631	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	631	33	2003	4	2003-04-18	FMMO45	17768
631	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	631	33	2003	4	2003-04-18	FMMO55	17769
631	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	631	33	2003	4	2003-04-18	PLA6	17771
631	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	631	33	2003	4	2003-04-18	FMMO50	17770
632	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	632	31	2003	4	2003-04-18	FMDO30	17772
632	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	632	31	2003	4	2003-04-18	FMDO45	17773
633	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	633	1474	2003	4	2003-04-18	PLA6	17777
633	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	633	1474	2003	4	2003-04-18	FMMO40	17776
633	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	633	1474	2003	4	2003-04-18	FMMO30	17778
633	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	633	1474	2003	4	2003-04-18	FMMO55	17774
633	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	633	1474	2003	4	2003-04-18	FMMO45	17775
634	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	634	1539	2003	4	2003-04-19	PLA9	17779
635	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	635	1198	2003	4	2003-04-19	PLA9	17780
635	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	635	1198	2003	4	2003-04-19	FMMO20	17781
636	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	636	25	2003	4	2003-04-19	FMMO20	17782
636	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	636	25	2003	4	2003-04-19	PLA10	17783
637	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	637	1540	2003	4	2003-04-19	PLA10	17784
638	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	638	1035	2003	4	2003-04-20	FMMO40	17785
638	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	638	1035	2003	4	2003-04-20	FMMO50	17786
638	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	638	1035	2003	4	2003-04-20	PLA4	17787
639	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	639	35	2003	4	2003-04-20	FMMO50	17788
639	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	639	35	2003	4	2003-04-20	FMMO35	17789
639	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	639	35	2003	4	2003-04-20	FMMO45	17790
640	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	640	31	2003	4	2003-04-20	FMDO30	17791
640	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	640	31	2003	4	2003-04-20	FMDO45	17792
641	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	641	33	2003	4	2003-04-20	PLA6	17796
641	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	641	33	2003	4	2003-04-20	FMMO55	17794
641	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	641	33	2003	4	2003-04-20	FMMO50	17795
641	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	641	33	2003	4	2003-04-20	FMMO45	17793
642	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	642	1541	2003	4	2003-04-20	FMMO45	17798
642	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	642	1541	2003	4	2003-04-20	FMMO55	17797
642	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	642	1541	2003	4	2003-04-20	PLA6	17800
642	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	642	1541	2003	4	2003-04-20	FMMO40	17799
643	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	643	1473	2003	4	2003-04-20	FMDO45	17802
643	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	643	1473	2003	4	2003-04-20	FMMO45	17803
643	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	643	1473	2003	4	2003-04-20	FMDO30	17801
644	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	644	1031	2003	4	2003-04-20	FMMO20	17805
644	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	644	1031	2003	4	2003-04-20	PLA9	17804
645	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	645	1035	2003	4	2003-04-21	PLA4	17809
645	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	645	1035	2003	4	2003-04-21	FMMO50	17807
645	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	645	1035	2003	4	2003-04-21	FMMO40	17806
645	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	645	1035	2003	4	2003-04-21	FMMO45	17808
646	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	646	1474	2003	4	2003-04-21	PLA6	17813
646	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	646	1474	2003	4	2003-04-21	FMMO55	17812
646	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	646	1474	2003	4	2003-04-21	FMMO45	17810
646	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	646	1474	2003	4	2003-04-21	FMMO40	17811
647	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	647	1538	2003	4	2003-04-21	PLA9	17814
647	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	647	1538	2003	4	2003-04-21	FMMO20	17815
648	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	648	1542	2003	4	2003-04-21	FMMO20	17817
648	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	648	1542	2003	4	2003-04-21	PLA9	17816
649	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	649	1033	2003	4	2003-04-21	FMMO50	17818
649	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	649	1033	2003	4	2003-04-21	FMMO40	17820
649	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	649	1033	2003	4	2003-04-21	FMMO45	17819
650	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	650	1473	2003	4	2003-04-21	FMMO45	17821
650	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	650	1473	2003	4	2003-04-21	FMDO45	17823
650	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	650	1473	2003	4	2003-04-21	FMDO30	17822
651	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	651	31	2003	4	2003-04-21	FMDO45	17825
651	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	651	31	2003	4	2003-04-21	FMDO30	17824
652	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	652	33	2003	4	2003-04-22	FMMO50	17827
652	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	652	33	2003	4	2003-04-22	FMMO45	17826
652	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	652	33	2003	4	2003-04-22	PLA6	17828
653	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	653	31	2003	4	2003-04-22	FMDO30	17829
653	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	653	31	2003	4	2003-04-22	FMDO45	17830
654	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	654	1033	2003	4	2003-04-22	FMMO40	17832
654	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	654	1033	2003	4	2003-04-22	FMDO30	17831
654	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	654	1033	2003	4	2003-04-22	FMMO50	17833
655	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	655	1473	2003	4	2003-04-22	FMDO30	17836
655	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	655	1473	2003	4	2003-04-22	FMMO45	17834
655	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	655	1473	2003	4	2003-04-22	FMDO45	17835
656	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	656	1035	2003	4	2003-04-22	FMMO40	17838
656	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	656	1035	2003	4	2003-04-22	FMMO50	17837
657	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	657	1474	2003	4	2003-04-22	FMMO50	17841
657	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	657	1474	2003	4	2003-04-22	FMMO55	17839
657	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	657	1474	2003	4	2003-04-22	FMMO50	17840
162	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	162	33	2003	5	2003-05-15	FMMO45	16651
162	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	162	33	2003	5	2003-05-15	FMMO50	16650
162	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	162	33	2003	5	2003-05-15	PLA6	16652
162	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	162	33	2003	5	2003-05-15	FMMO55	16649
163	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	163	1032	2003	5	2003-05-15	FMMO50	16655
163	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	163	1032	2003	5	2003-05-15	FMMO35	16653
163	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	163	1032	2003	5	2003-05-15	FMMO45	16654
164	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	164	1034	2003	5	2003-05-15	FMMO40	16658
164	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	164	1034	2003	5	2003-05-15	FMMO45	16657
164	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	164	1034	2003	5	2003-05-15	FMMO50	16656
164	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	164	1034	2003	5	2003-05-15	PLA4	16659
165	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	165	1473	2003	5	2003-05-15	FMDO30	16660
165	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	165	1473	2003	5	2003-05-15	FMMO45	16661
165	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	165	1473	2003	5	2003-05-15	FMDO45	16662
166	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	166	1474	2003	5	2003-05-15	FMMO55	16664
166	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	166	1474	2003	5	2003-05-15	FMMO30	16663
166	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	166	1474	2003	5	2003-05-15	FMMO40	16666
166	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	166	1474	2003	5	2003-05-15	FMMO45	16665
166	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	166	1474	2003	5	2003-05-15	PLA6	16667
167	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	167	1473	2003	5	2003-05-17	FMMO45	16668
167	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	167	1473	2003	5	2003-05-17	FMDO45	16669
168	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	168	31	2003	5	2003-05-17	FMDO30	16670
168	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	168	31	2003	5	2003-05-17	FMMO45	16671
169	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	169	51	2003	5	2003-05-17	FMMO50	16672
169	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	169	51	2003	5	2003-05-17	FMMO45	16673
170	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	170	1032	2003	5	2003-05-22	FMMO35	16676
170	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	170	1032	2003	5	2003-05-22	FMMO45	16675
170	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	170	1032	2003	5	2003-05-22	FMMO50	16674
171	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	171	1035	2003	5	2003-05-17	FMMO50	16677
171	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	171	1035	2003	5	2003-05-17	FMDO40	16678
172	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	172	1034	2003	5	2003-05-17	FMMO45	16680
172	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	172	1034	2003	5	2003-05-17	FMMO40	16681
172	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	172	1034	2003	5	2003-05-17	PLA4	16682
172	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	172	1034	2003	5	2003-05-17	FMMO50	16679
173	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	173	1473	2003	5	2003-05-18	FMDO30	16684
173	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	173	1473	2003	5	2003-05-18	FMMO45	16683
173	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	173	1473	2003	5	2003-05-18	FMDO45	16685
174	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	174	1034	2003	5	2003-05-18	PLA4	16689
174	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	174	1034	2003	5	2003-05-18	FMMO45	16686
174	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	174	1034	2003	5	2003-05-18	FMMO50	16688
174	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	174	1034	2003	5	2003-05-18	FMMO40	16687
175	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	175	1035	2003	5	2003-05-18	FMMO50	16691
175	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	175	1035	2003	5	2003-05-18	FMMO40	16690
176	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	176	1032	2003	5	2003-05-18	FMMO50	16693
176	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	176	1032	2003	5	2003-05-18	FMMO35	16692
177	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	177	33	2003	5	2003-05-18	FMMO50	16694
177	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	177	33	2003	5	2003-05-18	FMMO45	16696
177	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	177	33	2003	5	2003-05-18	PLA6	16697
177	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	177	33	2003	5	2003-05-18	FMMO55	16695
178	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	178	1035	2003	5	2003-05-19	PLA4	16700
178	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	178	1035	2003	5	2003-05-19	FMMO40	16698
178	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	178	1035	2003	5	2003-05-19	FMMO50	16699
179	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	179	33	2003	5	2003-05-19	FMMO50	16702
179	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	179	33	2003	5	2003-05-19	FMMO45	16703
179	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	179	33	2003	5	2003-05-19	FMMO55	16701
179	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	179	33	2003	5	2003-05-19	PLA6	16704
180	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	180	51	2003	5	2003-05-19	FMMO50	16705
180	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	180	51	2003	5	2003-05-19	FMMO45	16706
181	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	181	1474	2003	5	2003-05-19	FMMO45	16709
181	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	181	1474	2003	5	2003-05-19	PLA6	16710
181	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	181	1474	2003	5	2003-05-19	FMMO55	16708
181	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	181	1474	2003	5	2003-05-19	FMMO30	16707
182	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	182	1476	2003	5	2003-05-19	FMDO45	16712
182	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	182	1476	2003	5	2003-05-19	FMDO30	16711
183	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	183	1034	2003	5	2003-05-20	FMMO55	16713
183	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	183	1034	2003	5	2003-05-20	FMMO45	16718
183	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	183	1034	2003	5	2003-05-20	FMMO40	16715
183	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	183	1034	2003	5	2003-05-20	PLA4	16717
183	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	183	1034	2003	5	2003-05-20	FMMO50	16714
183	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	183	1034	2003	5	2003-05-20	FMMO40	16716
184	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	184	1032	2003	5	2003-05-20	FMMO50	16719
184	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	184	1032	2003	5	2003-05-20	FMMO45	16720
184	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	184	1032	2003	5	2003-05-20	PLA6	16722
184	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	184	1032	2003	5	2003-05-20	FMMO35	16721
185	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	185	31	2003	5	2003-05-20	FMDO30	16723
185	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	185	31	2003	5	2003-05-20	FMDO45	16724
186	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	186	51	2003	5	2003-05-20	FMMO45	16726
186	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	186	51	2003	5	2003-05-20	FMMO50	16725
187	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	187	31	2003	5	2003-05-22	FMDO30	16727
187	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	187	31	2003	5	2003-05-22	FMDO45	16728
188	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	188	33	2003	5	2003-05-20	PLA6	16732
188	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	188	33	2003	5	2003-05-20	FMMO45	16731
188	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	188	33	2003	5	2003-05-20	FMMO55	16729
188	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	188	33	2003	5	2003-05-20	FMMO50	16730
189	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	189	1035	2003	5	2003-05-20	PLA4	16735
189	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	189	1035	2003	5	2003-05-20	FMMO40	16734
189	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	189	1035	2003	5	2003-05-20	FMMO55	16736
189	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	189	1035	2003	5	2003-05-20	FMMO50	16733
190	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	190	1032	2003	5	2003-05-21	FMMO35	16739
190	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	190	1032	2003	5	2003-05-21	FMMO45	16738
190	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	190	1032	2003	5	2003-05-21	FMMO50	16737
191	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	191	1035	2003	5	2003-05-21	FMMO55	16743
191	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	191	1035	2003	5	2003-05-21	FMMO45	16742
191	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	191	1035	2003	5	2003-05-21	FMMO50	16740
191	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	191	1035	2003	5	2003-05-21	FMMO40	16741
