numero	 pays	 pays_lib	 syst	 syst_lib	 sect	 sect_lib	 agglo_lib	 iddeb	 up	 dbq_an	 dbq_mois	 dbq_date	 type_engin	 engin
4825	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4825	31	2002	5	2002-05-21	FMDO35	18849
4825	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4825	31	2002	5	2002-05-21	FMDO30	18848
4826	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4826	1029	2002	5	2002-05-21	FMMO50	18850
4827	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4827	33	2002	5	2002-05-21	FMDO45	18851
4827	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4827	33	2002	5	2002-05-21	FMMO35	18852
4828	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4828	1605	2002	5	2002-05-23	FMMO30	18855
4828	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4828	1605	2002	5	2002-05-23	FMMO55	18854
4828	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4828	1605	2002	5	2002-05-23	FMDO30	18853
4829	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4829	1029	2002	5	2002-05-23	FMMO55	18856
4829	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4829	1029	2002	5	2002-05-23	PLA9	18858
4829	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4829	1029	2002	5	2002-05-23	FMDO55	18857
4830	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4830	31	2002	5	2002-05-23	FMDO30	18859
4830	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4830	31	2002	5	2002-05-23	FMDO35	18860
4831	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4831	1029	2002	5	2002-05-24	PLA9	18862
4831	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4831	1029	2002	5	2002-05-24	FMDO55	18861
4832	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4832	1605	2002	5	2002-05-24	FMMO55	18865
4832	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4832	1605	2002	5	2002-05-24	FMMO30	18864
4832	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4832	1605	2002	5	2002-05-24	FMDO30	18863
4833	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4833	31	2002	5	2002-05-24	FMDO35	18867
4833	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4833	31	2002	5	2002-05-24	FMDO30	18866
4834	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4834	1029	2002	5	2002-05-26	FMDO55	18868
4834	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4834	1029	2002	5	2002-05-26	FMMO55	18869
4835	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4835	31	2002	5	2002-05-26	FMDO35	18871
4835	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4835	31	2002	5	2002-05-26	FMDO30	18870
4836	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4836	1605	2002	5	2002-05-26	FMDO30	18872
4836	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4836	1605	2002	5	2002-05-26	FMMO30	18874
4836	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4836	1605	2002	5	2002-05-26	FMMO55	18873
4837	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4837	1029	2002	5	2002-05-27	FMDO55	18875
4837	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4837	1029	2002	5	2002-05-27	FMMO55	18876
4838	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4838	31	2002	5	2002-05-27	FMDO35	18878
4838	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4838	31	2002	5	2002-05-27	FMDO30	18877
4839	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4839	1605	2002	5	2002-05-27	FMMO30	18881
4839	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4839	1605	2002	5	2002-05-27	FMMO55	18880
4839	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4839	1605	2002	5	2002-05-27	FMDO30	18879
4541	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4541	30	2002	6	2002-06-17	FMDO30	10826
4541	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4541	30	2002	6	2002-06-17	FMDO50	10827
4542	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4542	30	2002	6	2002-06-24	FMCL50	10828
4543	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4543	31	2002	6	2002-06-17	FMDO30	10829
4543	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4543	31	2002	6	2002-06-17	FMDO35	10830
4544	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4544	32	2002	6	2002-06-26	PLA9	10833
4544	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4544	32	2002	6	2002-06-26	FMMO55	10831
4544	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4544	32	2002	6	2002-06-26	FMMO50	10832
4545	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4545	33	2002	6	2002-06-26	FMMO40	10834
4545	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4545	33	2002	6	2002-06-26	FMDO50	10835
4545	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4545	33	2002	6	2002-06-26	PLA4	10836
4546	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4546	31	2002	6	2002-06-26	FMDO30	10837
4546	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4546	31	2002	6	2002-06-26	FMDO50	10838
4547	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4547	30	2002	6	2002-06-26	FMDO50	10841
4547	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4547	30	2002	6	2002-06-26	FMMO50	10839
4547	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4547	30	2002	6	2002-06-26	FMDO30	10840
4548	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4548	32	2002	6	2002-06-25	FMMO50	10842
4548	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4548	32	2002	6	2002-06-25	FMDO50	10843
4549	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4549	30	2002	6	2002-06-25	FMDO50	10844
4549	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4549	30	2002	6	2002-06-25	FMDO30	10845
4550	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4550	33	2002	6	2002-06-24	FMDO40	10846
4550	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4550	33	2002	6	2002-06-24	FMMO50	10847
4550	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4550	33	2002	6	2002-06-24	PLA4	10848
4551	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4551	34	2002	6	2002-06-23	FMMO50	10849
4551	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4551	34	2002	6	2002-06-23	FMMO40	10850
4552	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4552	31	2002	6	2002-06-22	FMDO30	10851
4552	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4552	31	2002	6	2002-06-22	FMDO35	10852
4553	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4553	31	2002	6	2002-06-24	FMDO30	10853
4553	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4553	31	2002	6	2002-06-24	FMDO35	10854
4554	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4554	33	2002	6	2002-06-23	PLA4	10857
4554	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4554	33	2002	6	2002-06-23	FMDO50	10855
4554	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4554	33	2002	6	2002-06-23	FMMO40	10856
4555	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4555	30	2002	6	2002-06-22	FMMO50	10858
4555	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4555	30	2002	6	2002-06-22	FMDO30	10859
4556	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4556	32	2002	6	2002-06-22	FMCL55	10860
4557	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4557	31	2002	6	2002-06-21	FMDO30	10861
4557	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4557	31	2002	6	2002-06-21	FMDO35	10862
4558	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4558	30	2002	6	2002-06-21	FMDO50	10863
4558	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4558	30	2002	6	2002-06-21	FMDO30	10864
4559	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4559	33	2002	6	2002-06-21	FMMO40	10865
4559	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4559	33	2002	6	2002-06-21	FMDO50	10866
4559	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4559	33	2002	6	2002-06-21	PLA4	10867
4560	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4560	33	2002	6	2002-06-20	FMMO40	10868
4560	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4560	33	2002	6	2002-06-20	FMDO50	10869
4560	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4560	33	2002	6	2002-06-20	PLA4	10870
4561	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4561	30	2002	6	2002-06-20	FMMO55	10871
4561	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4561	30	2002	6	2002-06-20	FMDO50	10872
4561	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4561	30	2002	6	2002-06-20	FMDO30	10873
4562	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4562	32	2002	6	2002-06-18	FMDO75	10874
4562	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4562	32	2002	6	2002-06-18	FMMO55	10875
4562	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4562	32	2002	6	2002-06-18	FMMO50	10876
4562	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4562	32	2002	6	2002-06-18	PLA9	10877
4563	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4563	30	2002	6	2002-06-18	FMDO30	10878
4563	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4563	30	2002	6	2002-06-18	FMDO50	10879
4564	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4564	32	2002	6	2002-06-17	FMMO55	10880
4564	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4564	32	2002	6	2002-06-17	FMMO50	10881
4564	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4564	32	2002	6	2002-06-17	FMDO75	10882
4564	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4564	32	2002	6	2002-06-17	PLA9	10883
4193	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4193	1029	2002	7	2002-07-17	FMMO50	12637
4193	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4193	1029	2002	7	2002-07-17	FMDO75	12638
4193	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4193	1029	2002	7	2002-07-17	FMDO65	12639
4194	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4194	33	2002	7	2002-07-17	FMMO50	12640
4194	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4194	33	2002	7	2002-07-17	FMMO40	12641
4195	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4195	1030	2002	7	2002-07-17	FMDO30	12642
4195	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4195	1030	2002	7	2002-07-17	FMDO35	12643
4196	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4196	1029	2002	7	2002-07-18	FMMO50	12644
4196	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4196	1029	2002	7	2002-07-18	FMMO65	12645
4197	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4197	1029	2002	7	2002-07-18	FMCL75	12646
4198	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4198	33	2002	7	2002-07-18	FMMO50	12647
4198	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4198	33	2002	7	2002-07-18	FMMO40	12648
4199	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4199	1030	2002	7	2002-07-18	FMDO30	12649
4199	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4199	1030	2002	7	2002-07-18	FMDO35	12650
4200	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4200	32	2002	7	2002-07-19	FMMO55	12651
4200	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4200	32	2002	7	2002-07-19	FMDO65	12652
4200	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4200	32	2002	7	2002-07-19	FMDO55	12653
4201	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4201	34	2002	7	2002-07-19	FMMO50	12654
4201	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4201	34	2002	7	2002-07-19	FMMO40	12655
4202	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4202	33	2002	7	2002-07-19	FMMO50	12656
4202	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4202	33	2002	7	2002-07-19	FMMO40	12657
4203	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4203	1029	2002	7	2002-07-19	FMCL50	12658
4203	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4203	1029	2002	7	2002-07-19	FMCL75	12659
4203	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4203	1029	2002	7	2002-07-19	FMCL65	12660
4204	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4204	31	2002	7	2002-07-19	FMDO30	12661
4204	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4204	31	2002	7	2002-07-19	FMDO35	12662
4205	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4205	1031	2002	7	2002-07-21	PLA9	12663
4206	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4206	32	2002	7	2002-07-21	FMMO55	12664
4206	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4206	32	2002	7	2002-07-21	FMDO55	12665
4206	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4206	32	2002	7	2002-07-21	FMMO65	12666
4207	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4207	1032	2002	7	2002-07-21	FMMO55	12667
4207	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4207	1032	2002	7	2002-07-21	FMMO50	12668
4207	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4207	1032	2002	7	2002-07-21	FMMO45	12669
4208	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4208	31	2002	7	2002-07-21	FMDO30	12670
4208	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4208	31	2002	7	2002-07-21	FMDO35	12671
4208	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4208	31	2002	7	2002-07-21	FMDO45	12672
4209	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4209	33	2002	7	2002-07-21	FMMO50	12673
4209	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4209	33	2002	7	2002-07-21	FMMO40	12674
4210	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4210	31	2002	7	2002-07-22	FMDO30	12675
4211	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4211	31	2002	7	2002-07-23	FMDO30	12676
4211	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4211	31	2002	7	2002-07-23	FMDO35	12677
4211	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4211	31	2002	7	2002-07-23	FMDO45	12678
4212	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4212	33	2002	7	2002-07-23	FMMO50	12679
4212	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4212	33	2002	7	2002-07-23	FMMO40	12680
4212	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4212	33	2002	7	2002-07-23	FMMO55	12681
4213	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4213	32	2002	7	2002-07-23	FMDO40	12682
4213	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4213	32	2002	7	2002-07-23	FMDO30	12683
4214	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4214	1029	2002	7	2002-07-23	FMMO55	12684
4214	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4214	1029	2002	7	2002-07-23	FMMO50	12685
4214	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4214	1029	2002	7	2002-07-23	FMMO65	12686
4214	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4214	1029	2002	7	2002-07-23	FMDO75	12687
4215	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4215	31	2002	7	2002-07-24	FMDO30	12688
4215	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4215	31	2002	7	2002-07-24	FMDO35	12689
4215	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4215	31	2002	7	2002-07-24	FMDO45	12690
4216	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4216	34	2002	7	2002-07-24	FMMO50	12691
4216	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4216	34	2002	7	2002-07-24	FMMO40	12692
4216	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4216	34	2002	7	2002-07-24	PLA4	12693
4217	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4217	32	2002	7	2002-07-24	FMCL65	12694
4217	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4217	32	2002	7	2002-07-24	FMCL55	12695
4217	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4217	32	2002	7	2002-07-24	FMCL50	12696
4218	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4218	1032	2002	7	2002-07-24	FMMO50	12697
4218	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4218	1032	2002	7	2002-07-24	FMMO55	12698
4218	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4218	1032	2002	7	2002-07-24	FMMO45	12699
4219	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4219	34	2002	7	2002-07-25	FMMO50	12700
4219	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4219	34	2002	7	2002-07-25	FMMO40	12701
4219	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4219	34	2002	7	2002-07-25	PLA4	12702
4220	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4220	1029	2002	7	2002-07-25	FMCL50	12703
4221	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4221	32	2002	7	2002-07-25	FMDO40	12706
4221	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4221	32	2002	7	2002-07-25	FMDO55	12704
4221	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4221	32	2002	7	2002-07-25	FMDO30	12705
4222	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4222	33	2002	7	2002-07-25	FMMO50	12707
4222	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4222	33	2002	7	2002-07-25	FMMO40	12708
4222	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4222	33	2002	7	2002-07-25	FMMO55	12709
4223	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4223	31	2002	7	2002-07-25	FMDO30	12710
4223	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4223	31	2002	7	2002-07-25	FMDO35	12711
4223	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4223	31	2002	7	2002-07-25	FMDO45	12712
4224	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4224	1032	2002	7	2002-07-26	FMMO50	12713
4224	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4224	1032	2002	7	2002-07-26	FMMO55	12714
4224	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4224	1032	2002	7	2002-07-26	FMMO45	12715
4225	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4225	34	2002	7	2002-07-26	FMMO50	12716
4225	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4225	34	2002	7	2002-07-26	FMMO40	12717
4225	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4225	34	2002	7	2002-07-26	PLA4	12718
4226	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4226	1029	2002	7	2002-07-26	FMCL50	12719
4226	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4226	1029	2002	7	2002-07-26	FMCL75	12720
4227	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4227	32	2002	7	2002-07-26	FMDO45	12721
4227	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4227	32	2002	7	2002-07-26	FMDO30	12722
4228	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4228	31	2002	7	2002-07-26	FMDO30	12723
4228	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	4228	31	2002	7	2002-07-26	FMDO35	12724
3820	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	3820	1500	2002	8	2002-08-16	FMMO55	17119
3820	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	3820	1500	2002	8	2002-08-16	FMMO45	17120
3820	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	3820	1500	2002	8	2002-08-16	PLA4	17121
3821	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	3821	1501	2002	8	2002-08-16	FMDO30	17122
3822	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	3822	1029	2002	8	2002-08-16	FMCL75	17123
3823	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	3823	1029	2002	8	2002-08-17	FMCL75	17124
3824	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	3824	1417	2002	8	2002-08-17	FMDO30	17125
3824	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	3824	1417	2002	8	2002-08-17	FMMO45	17126
3825	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	3825	31	2002	8	2002-08-17	FMDO30	17127
3825	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	3825	31	2002	8	2002-08-17	FMDO45	17128
3826	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	3826	32	2002	8	2002-08-17	FMDO55	17129
3827	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	3827	1029	2002	8	2002-08-17	FMMO50	17130
3827	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	3827	1029	2002	8	2002-08-17	FMMO65	17131
3828	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	3828	1029	2002	8	2002-08-18	FMCL75	17132
3828	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	3828	1029	2002	8	2002-08-18	FMCL65	17133
3828	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	3828	1029	2002	8	2002-08-18	FMMO50	17134
3829	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	3829	32	2002	8	2002-08-18	FMDO55	17135
3830	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	3830	31	2002	8	2002-08-18	FMDO30	17136
3830	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	3830	31	2002	8	2002-08-18	FMDO45	17137
3831	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	3831	1417	2002	8	2002-08-18	FMDO30	17138
3831	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	3831	1417	2002	8	2002-08-18	FMDO45	17139
3832	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	3832	34	2002	8	2002-08-18	FMMO55	17140
3832	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	3832	34	2002	8	2002-08-18	FMMO45	17141
3832	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	3832	34	2002	8	2002-08-18	PLA4	17142
3833	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	3833	1029	2002	8	2002-08-19	FMMO65	17143
3833	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	3833	1029	2002	8	2002-08-19	FMMO50	17144
3834	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	3834	31	2002	8	2002-08-19	FMDO30	17145
3834	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	3834	31	2002	8	2002-08-19	FMMO55	17146
3835	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	3835	32	2002	8	2002-08-19	FMMO55	17147
3836	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	3836	1029	2002	8	2002-08-19	FMCL75	17148
3837	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	3837	1417	2002	8	2002-08-19	FMDO30	17149
3837	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	3837	1417	2002	8	2002-08-19	FMDO45	17150
3838	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	3838	32	2002	8	2002-08-21	FMDO55	17151
3839	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	3839	1417	2002	8	2002-08-21	FMDO30	17152
3839	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	3839	1417	2002	8	2002-08-21	FMDO45	17153
3840	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	3840	1029	2002	8	2002-08-21	FMDO30	17154
3840	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	3840	1029	2002	8	2002-08-21	FMDO45	17155
3841	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	3841	31	2002	8	2002-08-21	FMDO30	17156
3842	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	3842	1034	2002	8	2002-08-22	FMMO45	17157
3842	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	3842	1034	2002	8	2002-08-22	FMMO50	17158
3842	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	3842	1034	2002	8	2002-08-22	FMMO65	17159
3842	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	3842	1034	2002	8	2002-08-22	FMMO55	17160
3842	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	3842	1034	2002	8	2002-08-22	PLA4	17161
3843	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	3843	1032	2002	8	2002-08-22	FMMO45	17162
3843	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	3843	1032	2002	8	2002-08-22	FMMO55	17163
3843	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	3843	1032	2002	8	2002-08-22	FMMO50	17164
3843	ML	Mali	5	Lac de Manantali	3	Amont	Bokadary daga	3843	1032	2002	8	2002-08-22	PLA4	17165
